customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2277-DJJDL,Female,1,Yes,Yes,24,Yes,Yes,No,No internet service,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),58.43657953517771,6157.6,No
6988-CJEYV,Female,0,Yes,Yes,66,No,No phone service,Fiber optic,No,No internet service,Yes,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),39.28948565476909,248.4,Yes
5816-QVHRX,Male,0,No,Yes,3,Yes,No,Fiber optic,No internet service,No,Yes,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),86.6078238096806,199.75,Yes
6161-UUUTA,Male,1,No,Yes,15,No,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No,One year,No,Credit card (automatic),54.87584259945936,1198.8,No
3712-PKXZA,Male,1,No,No,18,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),33.02651592612218,4990.25,No
7340-KEFQE,Female,1,No,Yes,28,No,No,DSL,No internet service,No internet service,No,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),53.38497410663081,1070.7,Yes
2344-JMOGN,Male,0,Yes,No,50,No,No,DSL,Yes,Yes,No internet service,Yes,No internet service,Yes,Two year,Yes,Electronic check,40.80002255998364,946.95,No
7404-JLKQG,Female,1,Yes,Yes,17,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),98.22578966465781,767.55,No
7670-ZBPOQ,Female,1,No,No,57,Yes,No,No,Yes,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),117.07843981667699,6766.95,Yes
7054-ENNGU,Female,0,Yes,No,43,No,No,Fiber optic,Yes,No,No internet service,Yes,No,No internet service,Two year,No,Electronic check,20.811884597491627,7475.1,No
8788-DOXSU,Female,0,No,No,15,No,Yes,DSL,Yes,No internet service,No,No internet service,No internet service,Yes,Two year,No,Mailed check,87.59702380018582,272.15,No
5842-POCOP,Male,0,No,Yes,64,Yes,No phone service,Fiber optic,No,No,No,No,No,No internet service,One year,Yes,Credit card (automatic),44.7777622791604,68.75,Yes
3796-ENZGF,Female,1,No,Yes,1,No,No,No,No internet service,No internet service,No internet service,No,Yes,No,Month-to-month,No,Bank transfer (automatic),24.92406870886409,4414.3,Yes
0365-GXEZS,Female,0,No,Yes,55,Yes,No,DSL,No internet service,No internet service,No,No,Yes,Yes,One year,Yes,Credit card (automatic),19.692306613322,291.9,Yes
4115-NZRKS,Male,0,Yes,Yes,27,No,No phone service,No,No internet service,Yes,Yes,Yes,Yes,No internet service,One year,No,Credit card (automatic),106.79147175584893,3475.55,Yes
0032-PGELS,Male,1,Yes,Yes,64,No,Yes,No,No,No,No internet service,No internet service,No internet service,No,One year,Yes,Electronic check,53.78745345881885,257,No
8591-TKMZH,Male,0,No,No,4,Yes,No phone service,DSL,Yes,No,No,No internet service,Yes,No,Two year,Yes,Electronic check,118.20166115510571,2847.2,Yes
6283-GITPX,Female,1,No,No,21,Yes,No,No,No internet service,No,No,No internet service,No internet service,No internet service,Two year,No,Electronic check,62.70890534683633,1554.9,Yes
7797-EJMDP,Male,1,Yes,No,12,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),37.103574053023124,2096.1,No
0536-ESJEP,Female,0,Yes,Yes,64,No,Yes,No,No,No,No internet service,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),96.35292863651586,75.1,Yes
8740-XLHDR,Female,1,Yes,Yes,15,No,No,No,No internet service,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),111.36246774491352,1545.4,Yes
5299-RULOA,Male,0,No,No,63,No,Yes,No,Yes,No internet service,No,No,No internet service,Yes,One year,Yes,Mailed check,100.21991359293685,2497.2,No
0447-BEMNG,Male,0,Yes,Yes,31,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,No internet service,One year,No,Credit card (automatic),93.14252301976654,605.25,Yes
6425-YQLLO,Male,0,No,Yes,50,No,No phone service,No,No internet service,No,Yes,Yes,Yes,No,Two year,No,Mailed check,51.88731929917643,150,Yes
8182-PNAGI,Female,1,No,No,57,No,No phone service,No,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,24.73128157145179,755.5,No
7665-NKLAV,Female,0,Yes,No,45,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No internet service,No,Month-to-month,No,Mailed check,38.48058453028902,6441.4,Yes
5626-MGTUK,Female,1,No,Yes,51,No,Yes,DSL,No,Yes,Yes,No internet service,Yes,No,Two year,Yes,Mailed check,63.154430551863804,4760.3,Yes
6728-DKUCO,Female,1,Yes,Yes,62,No,No,DSL,No internet service,No internet service,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,114.3480869364476,806.95,No
6937-GCDGQ,Female,1,No,No,59,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,No,No,Two year,No,Credit card (automatic),90.89684505737308,3005.8,No
7869-ZYDST,Female,0,No,Yes,64,Yes,Yes,No,Yes,Yes,No,No,No internet service,Yes,One year,Yes,Electronic check,101.49244603940886,19.75,Yes
1104-TNLZA,Male,1,No,No,54,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No,Yes,Two year,No,Mailed check,46.118036639100836,2483.65,Yes
9058-HRZSV,Female,1,No,No,56,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),86.97421425907707,1028.9,Yes
9018-PCIOK,Male,0,No,No,70,Yes,Yes,No,Yes,Yes,No internet service,No,No,No internet service,One year,No,Credit card (automatic),104.92503340948863,50.55,No
6691-CCIHA,Male,0,No,Yes,72,Yes,No phone service,No,No internet service,No,No internet service,Yes,No internet service,Yes,One year,No,Mailed check,66.43085724710674,7530.8,Yes
4547-KQRTM,Male,1,Yes,No,25,Yes,No,No,Yes,No internet service,Yes,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),61.454131953191244,7840.6,Yes
3671-SHRSP,Male,1,Yes,No,11,Yes,No phone service,DSL,Yes,No,No,No,No,Yes,One year,No,Mailed check,90.55015359989376,345.9,No
0397-ZXWQF,Male,0,No,Yes,70,Yes,No phone service,DSL,Yes,No internet service,Yes,No,Yes,No internet service,Two year,Yes,Electronic check,74.521124467597,185.55,Yes
1157-BQCUW,Female,1,Yes,No,45,No,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),118.06369386100141,4627.8,Yes
2894-QOJRX,Female,1,No,Yes,46,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,60.972831473220445,143.9,Yes
2001-MCUUW,Female,1,Yes,Yes,37,Yes,No,Fiber optic,No internet service,No,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),35.93229937116115,690.25,No
6349-JDHQP,Female,1,Yes,Yes,20,No,Yes,No,Yes,No,No,No,No internet service,No internet service,One year,No,Mailed check,65.67947280502445,531.6,No
8070-AAWZP,Male,0,No,No,13,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No,Two year,No,Electronic check,41.888101806322,1842.7,Yes
2969-WGHQO,Male,1,Yes,No,1,No,No,No,Yes,No internet service,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,74.65600898984735,3784,Yes
3507-GASNP,Male,0,No,Yes,71,No,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Mailed check,30.892597740013557,793.55,No
5155-AZQPB,Female,1,Yes,Yes,69,Yes,No,No,No,No internet service,No internet service,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),113.72261549169319,156.25,Yes
1228-FZFRV,Female,0,No,Yes,32,No,Yes,No,No,No internet service,Yes,No,Yes,No,One year,No,Bank transfer (automatic),104.66219959478617,894.3,No
5178-LMXOP,Female,1,Yes,No,5,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,No,No,One year,No,Credit card (automatic),33.884322409441474,235.05,No
9351-HXDMR,Female,0,No,Yes,36,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),35.575488736074476,3027.25,No
5821-MMEIL,Male,1,Yes,Yes,13,No,Yes,Fiber optic,Yes,No internet service,No,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),69.75008678604566,7713.55,No
6933-VLYFX,Male,0,No,Yes,36,No,Yes,Fiber optic,Yes,No,No internet service,Yes,No internet service,Yes,Two year,Yes,Electronic check,95.92457939769338,94.45,No
3374-PZLXD,Female,1,Yes,No,7,No,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,40.26747323458671,143.65,Yes
5884-GCYMI,Female,1,No,Yes,12,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No internet service,No,One year,Yes,Credit card (automatic),24.377657815732952,1131.2,No
3494-JCHRQ,Male,0,Yes,No,39,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,Yes,No internet service,One year,Yes,Electronic check,73.07619479655281,2215,Yes
2786-GCDPI,Male,0,No,No,57,No,Yes,Fiber optic,Yes,No internet service,No internet service,No,No,Yes,Two year,Yes,Electronic check,87.755509967252,4026.4,Yes
2650-GYRYL,Male,0,Yes,Yes,17,Yes,Yes,No,No,No,No,Yes,No,No internet service,One year,No,Electronic check,42.80873187491806,2404.85,Yes
0020-INWCK,Male,0,No,Yes,56,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),92.59666266893913,4733.1,No
6921-OZMFH,Female,0,No,Yes,37,No,No,Fiber optic,No,No,No internet service,No internet service,No internet service,No,Two year,No,Electronic check,113.78970038693318,6028.95,Yes
2111-DWYHN,Male,1,No,No,31,No,No,No,Yes,No internet service,Yes,No,No,Yes,Two year,Yes,Mailed check,32.02598148989002,55.05,Yes
4992-LTJNE,Male,0,No,No,65,No,No,No,No internet service,Yes,No,No internet service,No,Yes,Two year,Yes,Electronic check,69.60842106352388,2094.65,Yes
6440-DKQGE,Male,0,Yes,No,24,No,No phone service,DSL,No internet service,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,23.96261604349905,1482.3,No
3658-QQJYD,Male,1,Yes,Yes,57,No,Yes,DSL,No internet service,No internet service,No,No,No,No internet service,Two year,No,Bank transfer (automatic),39.01943122668692,1730.65,Yes
6418-PIQSP,Female,0,Yes,No,32,No,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,No,One year,Yes,Electronic check,27.276845022837865,2188.5,No
2589-AYCRP,Female,0,No,Yes,65,No,No,Fiber optic,No internet service,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),58.852665619560355,3899.05,No
1389-CXMLU,Female,0,No,Yes,29,No,No phone service,DSL,No,Yes,No internet service,No internet service,Yes,Yes,Two year,No,Credit card (automatic),100.74359493266314,319.6,Yes
9136-ALYBR,Female,1,No,Yes,33,No,No phone service,DSL,No internet service,Yes,Yes,No internet service,No,No,Month-to-month,No,Mailed check,76.25161027743903,4242.35,Yes
5461-QKNTN,Female,0,No,No,68,No,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),40.61977613512579,378.4,No
6061-PQHMK,Female,1,No,No,47,Yes,No,DSL,Yes,No internet service,Yes,No,No,Yes,One year,Yes,Credit card (automatic),22.28112003312017,4557.5,No
1133-KXCGE,Male,1,Yes,No,39,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Electronic check,73.86651862631868,573.3,Yes
3470-BTGQO,Male,0,Yes,Yes,50,No,Yes,No,Yes,No,Yes,No,No internet service,No,Two year,No,Mailed check,31.596069856552383,184.95,Yes
5201-USSQZ,Male,1,Yes,No,12,Yes,No phone service,No,No internet service,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),52.6947697500576,973.95,Yes
2676-ISHSF,Male,0,No,No,30,Yes,No phone service,DSL,No internet service,No,No,No,No internet service,No,Month-to-month,No,Mailed check,69.52432202081741,5798.3,Yes
7337-CINUD,Female,0,No,Yes,38,Yes,Yes,No,No,No,No internet service,No,No,No,One year,No,Mailed check,109.07511983646235,3769.7,Yes
4824-GUCBY,Male,0,No,Yes,62,Yes,No,No,Yes,Yes,No,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),26.473244372416055,7002.95,No
2162-FRZAA,Female,0,No,No,47,Yes,No,No,No,No,No,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),85.44506302281647,6444.05,No
7459-RRWQZ,Male,0,No,Yes,47,Yes,Yes,No,Yes,No,Yes,No,Yes,No internet service,One year,No,Electronic check,19.665169193240292,601.25,No
5151-HQRDG,Male,1,No,No,60,No,Yes,Fiber optic,No internet service,No internet service,No,No,No,No internet service,Two year,Yes,Credit card (automatic),81.55580951220973,7388.45,No
3948-FVVRP,Male,1,No,Yes,11,No,No,Fiber optic,Yes,No internet service,No,Yes,Yes,No internet service,Two year,Yes,Electronic check,73.67901517772466,4854.3,No
9027-YFHQJ,Female,1,Yes,Yes,55,Yes,No,DSL,No internet service,Yes,Yes,Yes,No internet service,No internet service,One year,No,Electronic check,99.84259531905181,295.55,Yes
3717-LNXKW,Male,1,Yes,No,17,Yes,No,No,Yes,No internet service,No internet service,Yes,No,No,Month-to-month,Yes,Mailed check,71.68207852288018,1033.95,No
9308-ANMVE,Female,0,No,Yes,26,No,Yes,No,No,Yes,No internet service,No internet service,No internet service,No,One year,No,Mailed check,53.687968272476816,84.6,Yes
6060-QBMGV,Female,0,No,Yes,27,Yes,No phone service,No,No,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,42.64646256848677,1359.45,No
3705-PSNGL,Male,1,No,Yes,51,Yes,No,DSL,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,26.817599049098337,856.65,No
3094-JOJAI,Female,0,Yes,No,15,Yes,No,Fiber optic,No,Yes,No,No,No internet service,No internet service,Two year,No,Credit card (automatic),71.97857376679133,1178.25,Yes
6568-POCUI,Female,1,Yes,Yes,57,Yes,No,No,No internet service,No,No internet service,No,Yes,No internet service,Two year,No,Electronic check,107.52635362818113,2745.2,No
0936-NQLJU,Male,1,No,Yes,8,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No internet service,No internet service,One year,Yes,Electronic check,69.98182164254679,3038.55,No
3190-ITQXP,Male,1,Yes,No,25,No,No phone service,DSL,No internet service,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,No,Electronic check,92.52983717532219,5552.5,No
2253-KPMNB,Male,1,Yes,No,27,No,No phone service,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),48.24271129086635,2763,No
2342-CKIAO,Male,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),63.28715141741416,2425.4,Yes
2207-RYYRL,Male,0,No,Yes,8,No,Yes,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),50.87262194631611,2201.75,No
9746-MDMBK,Male,1,Yes,Yes,46,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No,One year,No,Bank transfer (automatic),29.231244191167185,386.5,No
7929-DMBCV,Female,1,Yes,No,50,Yes,Yes,DSL,No,No,No internet service,No,No,No internet service,One year,No,Electronic check,60.15735462999225,3588.4,No
1051-EQPZR,Male,1,No,Yes,56,Yes,No phone service,DSL,No internet service,No,No,No internet service,No,No,Two year,No,Bank transfer (automatic),95.06086679964024,94.15,No
6131-FOYAS,Male,1,No,No,31,Yes,No,DSL,No internet service,No,Yes,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),57.94498745422398,1466.1,No
0404-AHASP,Female,1,Yes,No,66,Yes,Yes,DSL,No,No,No,No internet service,No internet service,No internet service,Two year,No,Electronic check,83.59301183293586,780.5,No
0595-ITUDF,Male,0,No,Yes,56,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),94.49085614711146,645.8,No
9110-HSGTV,Female,1,Yes,Yes,53,Yes,No phone service,Fiber optic,No,Yes,No,No,No,No internet service,One year,No,Bank transfer (automatic),50.68499083524043,2237.55,No
1937-OTUKY,Male,1,Yes,No,15,Yes,No phone service,DSL,No internet service,No,No internet service,No,No,Yes,Two year,Yes,Electronic check,98.40021324035041,708.8,Yes
3186-AJIEK,Male,0,No,Yes,61,Yes,No,DSL,Yes,Yes,No internet service,No,Yes,No,Two year,No,Electronic check,52.31203455545582,2276.95,Yes
4634-JLRJT,Female,0,No,Yes,55,No,No phone service,No,No internet service,Yes,No,Yes,No internet service,No,One year,No,Electronic check,43.98875957627583,4977.2,Yes
3161-GETRM,Male,0,Yes,No,22,Yes,No,No,No internet service,Yes,No internet service,No internet service,No internet service,Yes,One year,Yes,Mailed check,40.605839859866435,1145.7,No
0114-PEGZZ,Female,0,No,Yes,16,No,No,DSL,No,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,38.34036664534635,6547.7,No
6300-BWMJX,Male,0,No,No,37,No,No,Fiber optic,No internet service,No,Yes,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),92.33096931774638,4263.4,Yes
4385-GZQXV,Male,0,Yes,Yes,71,Yes,No phone service,DSL,No,No,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),107.44468073622022,5484.4,Yes
0330-IVZHA,Female,0,Yes,No,29,No,Yes,Fiber optic,Yes,Yes,No,No internet service,No,Yes,Two year,Yes,Electronic check,41.430171655621564,3990.6,Yes
8138-EALND,Male,0,Yes,No,57,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,26.81664992851347,547.65,Yes
0302-JOIVN,Male,0,Yes,Yes,21,Yes,Yes,No,No internet service,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Mailed check,49.78358111698806,780.15,No
0722-TROQR,Female,1,Yes,No,16,Yes,No phone service,DSL,Yes,No,No,No,No internet service,No,Two year,Yes,Mailed check,84.36364751159654,146.3,Yes
3657-COGMW,Male,0,Yes,No,14,Yes,No phone service,DSL,No,No internet service,No,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),55.28626926871691,3370.2,No
8410-BGQXN,Female,1,No,Yes,47,No,Yes,Fiber optic,No internet service,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,73.44224219072748,3168,Yes
3407-JMJQQ,Male,1,No,Yes,31,No,No,DSL,Yes,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),93.05264905035713,6994.8,No
4817-KEQSP,Female,1,Yes,Yes,39,Yes,No phone service,No,No internet service,No internet service,Yes,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),59.302092381082375,533.05,No
4012-YCFAI,Male,1,No,No,56,No,No,No,No,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,118.71933055280509,1734.5,No
6303-KFWSL,Female,1,No,No,57,No,No,DSL,No,No,No internet service,Yes,No internet service,No,One year,No,Credit card (automatic),48.193900653668,5610.15,No
8849-GYOKR,Female,1,Yes,No,15,No,Yes,DSL,No,No internet service,No internet service,Yes,No,No,Two year,No,Electronic check,116.56395936319801,2976.95,Yes
2568-BRGYX,Male,1,No,Yes,27,Yes,No phone service,No,No,Yes,No internet service,No,No,Yes,Two year,Yes,Mailed check,38.654481355927956,31.35,No
4432-ADRLB,Male,1,No,No,0,No,Yes,DSL,Yes,No,No,No internet service,No,No internet service,One year,Yes,Mailed check,29.398640198061123,1081.25,No
8711-LOBKY,Female,0,Yes,No,40,No,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,No,Two year,No,Mailed check,93.70847782198398,521.9,Yes
2123-AGEEN,Male,1,No,Yes,47,No,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,88.8321204934454,4720,Yes
7876-BEUTG,Female,1,No,No,30,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,99.77251939786767,6287.25,Yes
2498-XLDZR,Male,1,Yes,Yes,35,No,No phone service,DSL,No,No,No internet service,Yes,No internet service,Yes,Two year,No,Mailed check,52.78083738419714,46.2,Yes
9150-HEPMB,Male,1,No,Yes,32,No,No phone service,DSL,No,Yes,No internet service,Yes,Yes,Yes,One year,No,Bank transfer (automatic),111.79616921222487,1278.8,No
2277-VWCNI,Female,0,No,Yes,32,Yes,No,No,No,No internet service,No,No,Yes,No,One year,No,Bank transfer (automatic),30.257883551494423,370.25,Yes
6754-LZUKA,Female,1,No,No,22,No,No,Fiber optic,No internet service,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),21.29284868377818,20.05,No
1568-LJSZU,Male,0,Yes,No,59,Yes,Yes,No,No,Yes,No,Yes,No internet service,Yes,Two year,Yes,Electronic check,48.456670453753134,617.65,Yes
1360-XFJMR,Male,0,Yes,No,29,Yes,Yes,DSL,No internet service,Yes,Yes,No,No internet service,No internet service,One year,No,Credit card (automatic),98.38110857172516,1167.6,No
0853-TWRVK,Male,1,No,Yes,44,Yes,No phone service,No,No,No internet service,Yes,No,No internet service,No,One year,Yes,Credit card (automatic),85.88472188100164,5980.75,Yes
2877-VDUER,Male,1,No,Yes,38,Yes,No phone service,DSL,No internet service,Yes,No internet service,No,No,Yes,Two year,Yes,Mailed check,62.08898080437362,3744.05,Yes
3190-ITQXP,Male,0,Yes,Yes,44,Yes,No,DSL,No internet service,Yes,No internet service,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),44.00348822653071,7882.5,Yes
6408-OTUBZ,Female,1,Yes,No,11,Yes,No,DSL,No,No,No,No,No,No internet service,One year,No,Credit card (automatic),24.206915070181708,5375.15,Yes
8203-XJZRC,Male,1,No,No,31,No,No,Fiber optic,Yes,No internet service,Yes,No internet service,No,Yes,Two year,No,Mailed check,52.16931063397099,6991.6,No
6173-ITPWD,Male,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No,Yes,Two year,Yes,Electronic check,64.48198665935234,3088.75,Yes
5945-AZYHT,Female,0,No,No,23,No,No,Fiber optic,Yes,No internet service,No,Yes,No internet service,Yes,Two year,No,Credit card (automatic),87.29589572615613,5811.8,No
1448-PWKYE,Female,1,No,No,12,No,Yes,No,Yes,No,No,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),83.17018147211631,144.55,No
1099-GODLO,Female,1,Yes,Yes,19,Yes,No,DSL,Yes,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,113.45816274465373,4685.55,Yes
3162-ZJZFU,Male,1,Yes,No,55,No,No,No,No,No internet service,Yes,No,No internet service,No internet service,Two year,No,Mailed check,28.339789864812538,497.6,Yes
5651-CPDND,Female,0,No,Yes,52,No,No phone service,No,No,No internet service,No internet service,No,No,Yes,One year,No,Electronic check,52.05218234935321,928.4,No
8626-PTQGE,Female,1,No,Yes,67,No,Yes,DSL,No,No,No internet service,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),66.64859723465828,878.35,No
8685-WHQPW,Female,0,Yes,No,53,Yes,No,No,No,No,No,No,No,Yes,One year,Yes,Electronic check,85.65492728232591,4263.4,No
7488-MXJIV,Female,0,No,Yes,33,No,No phone service,DSL,No,No internet service,No,Yes,No internet service,Yes,One year,Yes,Electronic check,68.04289498986134,777.3,No
6874-SGLHU,Male,1,Yes,No,27,No,Yes,DSL,No,No internet service,No,No internet service,No internet service,No,One year,No,Electronic check,109.98220231064724,3042.25,No
2604-XVDAM,Male,0,Yes,No,49,Yes,Yes,DSL,No internet service,No,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.42157073278126,1216.35,Yes
2122-SZZZD,Male,1,Yes,Yes,1,No,No,DSL,No internet service,Yes,Yes,No internet service,No,No,One year,Yes,Credit card (automatic),22.23637367396713,2614.1,Yes
4013-GUXND,Female,1,Yes,No,25,No,Yes,No,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,29.6724248911465,4326.25,No
7032-LMBHI,Female,0,Yes,No,50,No,No phone service,No,No,No internet service,Yes,No,No,No internet service,Two year,No,Bank transfer (automatic),93.97630392879613,1111.85,Yes
6445-TNRXS,Female,1,No,Yes,46,Yes,No phone service,No,No internet service,Yes,No internet service,Yes,Yes,No,Month-to-month,No,Credit card (automatic),90.18666348280257,2135.5,No
5543-QDCRY,Female,0,Yes,Yes,25,No,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,No internet service,One year,No,Mailed check,33.676448683483365,1520.1,Yes
4631-OACRM,Female,0,Yes,Yes,60,No,No phone service,No,No,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,24.170320437099438,45.4,No
3583-KRKMD,Female,1,Yes,Yes,22,Yes,Yes,No,No internet service,No,No internet service,No,No internet service,No internet service,One year,No,Mailed check,76.41114447170679,1003.05,Yes
5294-DMSFH,Male,1,Yes,Yes,36,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,Yes,No,Two year,Yes,Credit card (automatic),82.14175261868671,568.85,Yes
5032-USPKF,Male,1,Yes,Yes,40,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,31.84761357003991,567.45,No
7162-WPHPM,Female,1,Yes,No,51,No,Yes,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,65.84874176460193,3419.3,Yes
1371-WEPDS,Male,0,Yes,No,48,Yes,Yes,DSL,No internet service,No internet service,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),48.9860686764005,1390.85,No
8883-GRDWQ,Female,0,No,No,26,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,No,No,One year,Yes,Mailed check,111.8462173865072,2745.7,No
2592-SEIFQ,Female,0,No,Yes,5,Yes,Yes,No,No,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,40.27958024063516,1434.6,Yes
9537-VHDTA,Male,1,No,No,65,No,Yes,No,No,No,No,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),91.94270295328161,96.05,No
9253-QXKBE,Female,0,No,Yes,23,Yes,No,No,No internet service,No,Yes,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),70.32245829110593,130.25,Yes
7049-GKVZY,Male,0,Yes,No,37,Yes,No,No,No internet service,No internet service,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),19.40786170861736,1411.65,Yes
5899-MQZZL,Female,1,No,Yes,27,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No,Two year,No,Mailed check,70.20835761286807,6474.45,No
5176-LDKUH,Female,1,Yes,No,27,Yes,No,No,No internet service,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,28.2469510669099,70,Yes
6376-GAHQE,Male,1,No,Yes,65,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,84.48575068044383,2188.5,No
0580-PIQHM,Female,0,No,Yes,60,No,No,Fiber optic,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,Mailed check,75.085114803348,2142.8,No
7365-BVCJH,Female,1,Yes,Yes,45,No,No phone service,Fiber optic,No,No,Yes,No,No internet service,No internet service,One year,No,Mailed check,19.297936347014193,837.95,Yes
